253,,"Onel Hernández Norwich, 26, AM(CLR),FW",0(1),20,-,-,-,-,1,50.0,-,-,6.16
254,,"Aaron Lennon Burnley, 32, M(LR)",0(2),24,-,-,-,-,-,50.0,-,-,6.14
255,,"Kenny McLean Norwich, 27, DMC",1,90,-,-,-,-,-,90.6,-,-,6.13
256,,"Dominic Solanke Bournemouth, 21, FW",0(2),15,-,-,-,-,-,100.0,0.5,-,6.13
257,,"Pablo Fornals West Ham, 23, M(CLR)",1(1),122,-,-,-,-,0.5,74.3,-,-,6.12
258,,"Andrew Surman Bournemouth, 33, M(CL)",0(1),45,-,-,-,-,-,77.8,-,-,6.11
259,,"Jorginho Chelsea, 27, DMC",2,144,-,-,2,-,1,79.6,0.5,-,6.11
260,,"Marc Albrighton Leicester, 29, M(LR)",0(2),24,-,-,-,-,1,76.5,-,-,6.11
261,,"Kepa Arrizabalaga Chelsea, 24, GK",2,180,-,-,-,-,-,76.9,-,-,6.1
262,,"Georges-Kévin Nkoudou Tottenham, 24, AM(LR)",0(1),2,-,-,-,-,1,-,-,-,6.07
263,,"Mason Greenwood Manchester United, 17, Forward",0(2),5,-,-,-,-,0.5,70,-,-,6.07
264,,"Sofiane Boufal Southampton, 25, AM(CLR),FW",0(1),17,-,-,-,-,-,87.5,-,-,6.07
265,,"Grant Hanley Norwich, 27, D(C)",2,180,-,-,-,-,0.5,91.4,3,-,6.07
266,,"Jack Wilshere West Ham, 27, M(CLR)",2,102,-,-,-,-,-,88.2,2,-,6.07
267,,"Jack Stephens Southampton, 25, D(C)",1,73,-,-,-,-,-,61.1,2,-,6.06
268,,"Miguel Almirón Newcastle United, 25, AM(CL),FW",2,180,-,-,1,-,1.5,74,-,-,6.05
269,,"Jota Aston Villa, 28, AM(CLR)",0(2),47,-,-,-,-,0.5,76.5,0.5,-,6.05
270,,"Keinan Davis Aston Villa, 21, FW",0(1),3,-,-,-,-,-,33.3,2,-,6.05
271,,"Matt Doherty Wolverhampton Wanderers, 27, D(LR),M(R)",2,136,-,-,-,-,-,69.0,1,-,6.05
272,,"Maya Yoshida Southampton, 30, D(CR)",1,90,-,-,-,-,2,70.0,2,-,6.05
273,,"Tom Cleverley Watford, 30, M(CLR)",0(1),11,-,-,-,-,-,50.0,1,-,6.05
274,,"Adrián Liverpool, 32, GK",1(1),141,-,-,-,-,-,74.5,-,-,6.05
275,,"Andre Gray Watford, 28, FW",1(1),82,-,-,-,-,0.5,90.0,0.5,-,6.05
276,,"Jamie Vardy Leicester, 32, AM(L),FW",2,180,-,-,-,-,0.5,68.4,1.5,-,6.05
277,,"Gabriel Martinelli Arsenal, 18, Midfielder",0(1),6,-,-,-,-,-,66.7,-,-,6.04
278,,"Giovani Lo Celso Tottenham, 23, AM(C),FW",0(1),5,-,-,-,-,-,100.0,-,-,6.04
279,,"Sead Kolasinac Arsenal, 26, D(L),M(L)",0(1),19,-,-,-,-,-,100.0,-,-,6.04
280,,"Juan Mata Manchester United, 31, AM(CLR)",0(2),13,-,-,-,-,-,91.7,-,-,6.03
281,,"Connor Wickham Crystal Palace, 26, AM(L),FW",0(2),15,-,-,-,-,-,50.0,1,-,6.03
282,,"Patrick Cutrone Wolverhampton Wanderers, 21, FW",0(2),15,-,-,-,-,-,100.0,-,-,6.03
283,,"Pierre-Emile Højbjerg Southampton, 24, M(C)",1(1),107,-,-,-,-,1.5,72.2,-,-,6.02
284,,"Mario Vrancic Norwich, 30, M(CL)",0(1),6,-,-,-,-,1,100.0,-,-,6.01
285,,"Issa Diop West Ham, 22, D(C)",2,180,-,-,-,-,0.5,83.1,2,-,6.01
286,,"Bernardo Brighton, 24, D(LR)",0(1),1,-,-,-,-,-,100.0,-,-,6.0
287,,"Carlos Sánchez West Ham, 33, D(C),M(C)",0(1),7,-,-,-,-,-,50.0,-,-,6.0
288,,"Oliver Skipp Tottenham, 18, Midfielder",0(2),2,-,-,-,-,-,100.0,-,-,6.0
289,,"Sam Byram Norwich, 25, D(R),M(R)",0(1),1,-,-,-,-,-,66.7,1,-,6.0
290,,"Theo Walcott Everton, 30, M(CLR),FW",0(1),27,-,-,-,-,-,50.0,-,-,6.0
291,,"Josip Drmic Norwich, 27, AM(LR),FW",0(1),7,-,-,-,-,-,66.7,-,-,5.98
292,,"Jay Rodriguez Burnley, 30, AM(CLR),FW",0(2),35,-,-,-,-,0.5,25.0,1,-,5.96
293,,"Stuart Armstrong Southampton, 27, AM(CL)",0(1),22,-,-,-,-,-,87.5,-,-,5.95
294,,"Aaron Mooy Brighton, 28, M(C)",0(1),5,-,-,-,-,-,50.0,-,-,5.93
295,,"Alexander Tettey Norwich, 33, M(C)",0(1),3,-,-,-,-,-,71.4,-,-,5.93
296,,"Pedro Neto Wolverhampton Wanderers, 19, Forward",0(1),4,-,-,-,-,-,75.0,-,-,5.93
297,,"Ryan Bertrand Southampton, 30, D(CL),M(L)",2,167,-,-,-,-,0.5,63.6,1.5,-,5.93
298,,"Che Adams Southampton, 23, AM(CL),FW",2,141,-,-,-,-,2,52.0,2,-,5.91
299,,"Andriy Yarmolenko West Ham, 29, AM(R)",0(1),13,-,-,-,-,-,100.0,-,-,5.89
300,,"Yoshinori Muto Newcastle United, 27, FW",0(1),23,-,-,-,-,-,100.0,-,-,5.88
301,,"Tom Heaton Aston Villa, 33, GK",2,180,-,-,-,-,-,54.0,0.5,-,5.87
302,,"Kurt Zouma Chelsea, 24, D(CR)",2,180,-,-,1,-,2,84.5,2,-,5.84
303,,"Roberto Pereyra Watford, 28, M(CLR)",1(1),135,-,-,1,-,2.5,89.1,0.5,-,5.82
304,,"Emil Krafth Newcastle United, 25, D(R)",1,90,-,-,-,-,1,83.3,-,-,5.79
305,,"Isaac Success Watford, 23, AM(LR),FW",0(1),16,-,-,-,-,-,100.0,-,-,5.76
306,,"Michael Obafemi Southampton, 19, Forward",0(1),24,-,-,-,-,-,50.0,-,-,5.76
307,,"Ben Foster Watford, 36, GK",2,180,-,-,-,-,-,46.4,1.5,-,5.75
308,,"Jonathan Kodjia Aston Villa, 29, AM(LR),FW",0(1),16,-,-,-,-,-,75.0,-,-,5.75
309,,"Felipe Anderson West Ham, 26, M(CLR),FW",1,66,-,-,1,-,-,75.0,-,-,5.73
310,,"Morgan Schneiderlin Everton, 29, DMC",1,76,-,-,-,1,-,88.9,1,-,5.4
311,,"Aaron Cresswell West Ham, 29, D(CL),M(L)",1,90,-,-,-,-,-,76.7,-,-,5.29
312,,"Fabián Balbuena West Ham, 27, D(C)",1,90,-,-,1,-,-,75.0,2,-,5.27
